onset,offset,midi_number,pitch_name,duration,staff,measure,beat_in_measure,instrument
4.0,4.5,58,B-3,0.5,0,2,2.0,bassoon2
10.0,10.5,60,C4,0.5,0,4,2.0,bassoon2
18.0,21.0,58,B-3,3.0,0,7,1.0,bassoon2
21.0,23.0,57,A3,2.0,0,8,1.0,bassoon2
23.0,24.0,55,G3,1.0,0,8,3.0,bassoon2
30.5,31.0,53,F3,0.5,0,11,1.5,bassoon2
31.0,31.5,53,F3,0.5,0,11,2.0,bassoon2
31.5,32.0,53,F3,0.5,0,11,2.5,bassoon2
32.0,32.5,53,F3,0.5,0,11,3.0,bassoon2
32.5,33.0,53,F3,0.5,0,11,3.5,bassoon2
33.0,33.5,55,G3,0.5,0,12,1.0,bassoon2
33.5,34.0,55,G3,0.5,0,12,1.5,bassoon2
34.0,34.5,55,G3,0.5,0,12,2.0,bassoon2
34.5,35.0,55,G3,0.5,0,12,2.5,bassoon2
35.0,35.5,55,G3,0.5,0,12,3.0,bassoon2
35.5,36.0,55,G3,0.5,0,12,3.5,bassoon2
36.0,36.5,55,G3,0.5,0,13,1.0,bassoon2
36.5,37.0,55,G3,0.5,0,13,1.5,bassoon2
37.0,37.5,55,G3,0.5,0,13,2.0,bassoon2
37.5,38.0,52,E3,0.5,0,13,2.5,bassoon2
38.0,38.5,52,E3,0.5,0,13,3.0,bassoon2
38.5,39.0,52,E3,0.5,0,13,3.5,bassoon2
39.0,39.5,53,F3,0.5,0,14,1.0,bassoon2
39.5,40.0,57,A3,0.5,0,14,1.5,bassoon2
40.0,40.5,57,A3,0.5,0,14,2.0,bassoon2
40.5,41.0,57,A3,0.5,0,14,2.5,bassoon2
41.0,41.5,57,A3,0.5,0,14,3.0,bassoon2
41.5,42.0,57,A3,0.5,0,14,3.5,bassoon2
54.0,57.0,63,E-4,3.0,0,19,1.0,bassoon2
57.0,58.0,62,D4,1.0,0,20,1.0,bassoon2
60.0,63.0,59,B3,3.0,0,21,1.0,bassoon2
63.0,64.0,60,C4,1.0,0,22,1.0,bassoon2
64.5,65.0,60,C4,0.5,0,22,2.5,bassoon2
65.0,65.5,55,G3,0.5,0,22,3.0,bassoon2
65.5,66.0,51,E-3,0.5,0,22,3.5,bassoon2
66.0,67.0,48,C3,1.0,0,23,1.0,bassoon2
67.0,68.0,55,G3,1.0,0,23,2.0,bassoon2
68.0,70.0,56,A-3,2.0,0,23,3.0,bassoon2
70.0,72.0,58,B-3,2.0,0,24,2.0,bassoon2
72.0,74.0,60,C4,2.0,0,25,1.0,bassoon2
74.0,76.0,64,E4,2.0,0,25,3.0,bassoon2
81.0,82.0,55,G3,1.0,0,28,1.0,bassoon2
82.0,83.0,59,B3,1.0,0,28,2.0,bassoon2
83.0,84.0,60,C4,1.0,0,28,3.0,bassoon2
84.0,85.0,62,D4,1.0,0,29,1.0,bassoon2
85.0,85.5,59,B3,0.5,0,29,2.0,bassoon2
87.0,88.0,59,B3,1.0,0,30,1.0,bassoon2
88.0,89.0,60,C4,1.0,0,30,2.0,bassoon2
89.0,90.0,62,D4,1.0,0,30,3.0,bassoon2
90.0,91.0,64,E4,1.0,0,31,1.0,bassoon2
91.0,91.5,60,C4,0.5,0,31,2.0,bassoon2
